Name,Topic,Voice Line
Eula,Chat: Bladework,"You want to learn some Favonius Bladework? Heh, alright then, I'll teach you.... Oh yes, I'll teach you, alright, mark my words..."
Eula,Chat: Rules,"Aristocratic etiquette is all just for show... Just smile and nod along! I was forced to learn all of the rules by heart, but even I don't take them that seriously."
Eula,When It Rains,"Quick, under the umbrella, or you'll get soaked! You can't risk catching a cold, because it might turn into something more serious, and if that happens... Well, I can't go avenging my clan by picking on the sick now, can I?"
Eula,When Thunder Strikes,"This weather is a hindrance. The thunder drowns out all other sounds, hampering my perception of the surrounding environment."
Eula,When the Sun Is Out,"Visibility is excellent! If we head to higher ground, we can do a full recon of enemy activity in the area."
Eula,Good Morning,"Rise and shine! The two-hour period before sunrise is the perfect time to strike, because the sentries are getting drowsy towards the end of their long night shift."
Eula,Good Afternoon,"Go easy on the grains at lunch and fill up on lean meat instead. If you get drowsy in the afternoon, anyone who's looking for an opportunity to take you down will make their move."
Eula,Good Evening,"""May the gentle breeze softly send thee into a sweet sleep."" ...One of a select few aristocratic pleasantries that's actually quite lovely."
Eula,Good Night,"Would you like to hear a lullaby on the bone whistle? It'll send you into a deep and everlasting sleep... Hmm, no. When it comes to my revenge, far more imaginative means of retribution are in order..."
Eula,About Eula: The Knights,"The easiest way to destroy your enemy is to take them down from the inside, right? That's why I joined the Knights of Favonius."
Eula,About Eula: Bearing,"Since I'm a genuine Knight of Favonius, I fulfill my duties like any other self-respecting individual would. Look, I may be a descendant of a disgraced ruling elite, but I'm not a total degenerate!"
Eula,About Eula: Scout,"The role of a scout is to hunt down enemy troops, or fend off the enemy in side skirmishes away from the main battle. There aren't a whole lot of rules, which suits my style very well indeed!"
Eula,About Eula: Dance Friendship Lv. 4,"Not all customs of the Lawrence Clan are despicable. At least the ""Dance of Sacrifice"" is pure and noble. It puts my mind at ease and gives me comfort. It's been years, but it's still dear to me. My body remembers every step that I... Well anyway, to end this digression, those who wish to master my signature ""Favonius Bladework"" technique have to pass my dance class first."
Eula,About Us: Commonality,"We're not so different, you and I. We're both outsiders in Mondstadt. Difference is, Mondstadt welcomes you with open arms, but they treat me with hostility and suspicion..."
Eula,About Us: Feud Friendship Lv. 6,"Our feud is for the long term, so rather than get payback on a piecemeal basis, I think I'll make things easier for myself and wait for a day when I can settle the score once and for all. It could be in ten years, could even be twenty... But don't worry, I won't forget. In the meantime, I'll need you to take good care of yourself and have a happy, healthy life, okay?"
Eula,About the Vision Friendship Lv. 4,"""Descendant of a depraved dynasty"" isn't the most flattering reputation to have. The only way I can shake it for good is if I keep avenging my kin in my own way. Those who desire vengeance need power first, so it makes sense that I would get a Vision."
Eula,Something to Share: Bone Whistle Friendship Lv. 4,"My bone whistle makes a versatile range of sounds, which comes in handy for confusing the enemy. I often use it to imitate the sound of the sea, which is where I get my title of ""Spindrift Knight"" — this despite the fact that the bone whistle is actually a Liyue tradition.... But then again, no one seems to look too closely into that kind of thing. I'm mean, they took me on, and I'm an exile of Mondstadt trained by an outcast of Liyue..."
Eula,Something to Share: Wine-Tasting Friendship Lv. 4,"Technically, aged Dandelion Wine should be poured into a silver goblet and allowed to breathe for 12 minutes, then you're supposed to add ice cubes, ideally so 60% of the ice is submerged beneath the wine. I refuse to do all that though, it's not worth the hassle."
Eula,Interesting Things,"Why do Mist Flowers have to be so rare? The powder they produce works wonders for the bone whistle. It gives it a crisper, clearer sound."
Eula,About Amber Friendship Lv. 4,"Amber's someone who thinks for herself. On the day I first joined the Knights, she cleaned my dormitory and gave me a tour of the headquarters, and she's helped me with a myriad of other things in the time since. Now, everyone looks at me like the older sibling who needs the younger sibling to do everything for them! Hmph. For this, she must pay!"
Eula,About Jean Friendship Lv. 4,"The Acting Grand Master's family and mine are sworn enemies. But she draws a clear line between professional and personal matters. She saw I was capable, admitted me into the Knights, and gave me lots of opportunities. So, when the time comes for vengeance, I'll afford her a reasonably soft landing."
Eula,About Lisa Friendship Lv. 4,"She's so annoying. She must have read thousands of books... could even be tens of thousands. Meaning, she can effortlessly recall any number of vile tales about the Lawrence Clan's corruption off the top of her head, accurate down to the exact date. Logically speaking, she'd be the perfect person to talk to about someone I'd like to track down, but... swallowing my pride would be too great a challenge."
Eula,About Barbara Friendship Lv. 4,"Everyone loves her. What's her secret? Maybe I could learn a thing or two from her... Hmm, or maybe not. I can't imagine a ""Shining Idol"" would want anything to do with a descendant of a depraved dynasty."
Eula,About Varka Friendship Lv. 4,"Hmph, the Grand Master... He doesn't like to beat around the bush and has no care for rumors or trivial matters. A good guy, I guess. I sparred with him once, which ended in a tie, but his relaxed expression and leisurely attitude clearly indicated that he had been holding back the whole time... Such indignity! I will not let it go!"
Eula,About Venti Friendship Lv. 4,"I heard that bard sing a few songs about the Lawrence Clan... They were lighthearted and funny stories that mocked the clan in a way I've never heard anyone else do. Even I couldn't help but burst out laughing... And for this, he must pay!"
Eula,About Razor Friendship Lv. 4,"Free from social mores and other people's opinions, and no family obligations... Must be an easy life!"
Eula,About Sucrose Friendship Lv. 4,"The alchemist... She once gave me a piece of equipment and told me it would help me infiltrate an Abyss Order camp undetected. In reality, it caused a huge explosion that completely blew my cover and before I knew it I was being accosted by 13 mitachurls... Afterwards, I marched straight back there, intending to make her pay for what she had done, but when I saw how panicked and sheepish she looked, and watched her post her results on the wall with the word ""Fail,"" I couldn't bring myself to go through with it... After all, I didn't get hurt, just a little disheveled... and a little humiliated."
Eula,About Diluc Friendship Lv. 4,"I don't get along with some of the knights, and he doesn't think much of them in general, so you'd think that would make us allies. But the way he always acts so aloof — he's even worse than Acting Grand Master Jean. I want nothing to do with him."
Eula,About Diona Friendship Lv. 4,"Diona? She's a miracle worker when it comes to making cocktails, and to my surprise, we get along really well. She infiltrated a tavern with the hopes of tearing down the wine industry, while I infiltrated the knights to exact my revenge on them. A kindred spirit it seems..."
Eula,About Yanfei: Encounter Friendship Lv. 4,"This one's a long story... We ended up saving her life once when we were tracking down a batch of dangerous cargo that belonged to the Abyss Order. The Abyss Order had packed it up like regular cargo and wanted it shipped from Dornman Port to Liyue Harbor. She was acting as a consultant for the merchant vessel, where she discovered something in the cargo — and then began to investigate, putting herself in grave danger. Had we arrived just a few minutes later, it's likely she wouldn't have been so fortunate."
Eula,About Yanfei: Assessment Friendship Lv. 4,"We've kept in touch ever since. I like how smart she is. She knows the rules, but she also knows how to be flexible and act according to the situation. A few of the Knights would do well to take a leaf out of her book... Also, with her smarts, maybe she could help me track someone down that I've been looking for... She does owe me a favor from last time, after all."
