content,score
Fun game but recently started going in a worrying direction with the release of a widely anticipated character (Dehya) end up clearly made to encourage/require spending money to function properly. Can't recommend the game if it continues is this direction.,2
"Definitely the most detailed.. and most amazing game I've played in a long time. In 2014 it used to be minecraft and roblox. Now this? Amazing. I swear, if you can get it. Definitely recommend.",5
this game so relsice,5
"Insane how one of the most anticipated characters for 6+ months can be given such a horrifically bad kit and relegated to the standard banner. How dare you shaft Dehya like this. There are many ways to fix her and you only need to do one. She doesn't need to be amazing, just usable. Either increase her multipliers significantly, increase her off field pyro application uptime + frequency, or make her defensive utility worth using instead of shielders or healers. 1 star unless some fix happens.",1
Great game for a phone,5
Open landscape with lots to do but there is only one problem which is downloading which takes very long but other than that great game,5
Its fun until they release dehya and candace. Dehya and candace doesnt deserve this. Fix dehya and candace. Buff them,1
Best game ever,5
Nice,5
Make 👏 Catgirls 👏 Strong 👏 Now,1
"It, takes forever.",1
Best game,5
Took too much time to link Hoyo acc and couldn't even play it due to no storage. Waste of time,1
"Terrible It didnt work at all for my laptop it is 100 free of space and genshin didnt work just kicked me out,0\10 dissapointing",1
todo esta bien pero tu si el personaje que entra se esta cargando mucho y mucho jejeje,4
I really love this game the graphics are amazing the characters are amazing I just love to play when I have free time is a very good game for you to play,5
IT SUCKS I SPENT 14 DOLLARS AND GOT THE SAME THINGS,5
"Great art, gameplay, and story, but lacking in communication. The dev team is very stubborn and will not listen to feedback and adjust characters accordingly, even though the Honkai devs do. Dehya is buggy and extremely weak. Some character bugs, like Xinyan's, still have not been fixed even after several years. Lots of quality of life changes like toggleable constellations and visible shield hp are also still missing. Hopefully, a good competitor that actually listens to players will appear.",2
So good,5
This game is pretty good the storyline is good too but it's not a game I will play to much,3
fix dehya,1
"I can't even play. My problem is that when I tried downloading it said insufficient storage space even though I cleared almost everything out before downloading. Such as images, screenshots, screen recordings, apps, history, download history and cookies. And yet, it said infufficient storage. Is it because to download this game it take up 300+MB? Because if not, What is?",1
"I can't play it after the new update. I tried uninstalling, reinstalling, and after that everything seems to be fine. But you can log in, and start downloading all the resources it'll finish after like 2 hours because its like 20,000 MB, then it'll try to verify and itll crash around 30-50%. I have a pretty high end chromebook too and it still crashes. I would have given this 5 stars though, If you have a pc, definitely play its fun. But for now I have to let it collect dust until I get a pc.",1
"Why in the world would you release such a good looking 5 star character only to make her kit and overall damage output be below average?? A multi million dollar company can't seem to comprehend what a 5 star character is. Buff Dehya and her overall kit because this is just degrading to the character, the people that worked on the design of the character, and the people who have her in their party. This is not a good look for you Loyoverse. FIX IT.",1
"Wow ... This game is keeping me busy, hour after hour. Well created and really worth downloading.. yeah it's big but trust me it's worth it.... Normally I don't leave comments but this one deserves it... Also noted it's not money hungry and has a super cool story mode. Open world peeps this is a must have !!!",5
Please fix Dehya. #FixDehya,1
I love the game it's just that getting diona is so hard,5
"Unable to install, requires 20+gb of space and will not install on sd card. Giving 3 stars to be neutral.",3
"#FixDehya Your customer service team can't be bothered to listen to the massive lack of balancing and conflictions of Dehya's kit; so instead this might be one of the only ways to get any attention. Dehya, the newest five star, is a gigantic money-grab who is absolutely imbalanced and needs every constellation (several hundreds of dollars) to be DECENT. Her kit was rushed and released unfinished, it's also an incredibly buggy mess. There should be higher quality standards for characters.",1
Hoyoverse does not respond regarding character issues. Dehya is released as a buggy and essentially unusable character and due to her state they jus tput her in standard banner. Do not get hopes up for any character to be released in the future. I may revise my review again when I don't feel duped. Also lately story pacing has been.... not as good? Dialogue goes on and on and on and is repetitive for tiny smidges of information. Please address Dehya!!,1
